"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100328772","270A5087P14","SM FHB 45D CMB40 N7 G17 EUSERC","","FLOR","1","0","0","H87","0"
"100328773","270A5099P14SM","SA NEUTRAL 10A BW 35W W/ LUGS","","FLOR","2","0","0","H87","0"
"100328774","270A5100P14KT","SC E6.2F BS JNT TIER 40A P1 50D","","FLOR","1","0","0","H87","0"
"100328775","270A5101P14KT","SC E6.2F BS JNT TIER 40A P1 50D","","FLOR","1","0","0","H87","0"
"100328776","270A5104P14KT","SC E6.2F BS CONN 40A","","FLOR","4","0","0","H87","0"
"100328777","270A5105P14SM","SA SPLIT NEUT LINE W/ DISC 20A 35W","","FLOR","2","0","0","H87","0"
"100328778","270A5106P14SM","SA SPLIT NEUT LOAD W/ DISC 20A 35W","","FLOR","2","0","0","H87","0"
"100328779","270A5107P14SM","SA NEUTRAL DISC 20A","","FLOR","2","0","0","H87","0"
"100328780","270A5108P14","SM MTG BRKT FOR UPS 40W","","FLOR","1","0","0","H87","0"
"100328781","270A5109P14","SM MOUNTING BRACKET FOR UPS","","FLOR","4","0","0","H87","0"
"100328782","270A5112P10","SC HPCII LN TIER 35D","","FLOR","4","0","0","H87","0"
"100328783","270A5116P10","SC HPCII LN TIER 30D","","FLOR","1","0","0","H87","0"
"100328784","270A5125P10","SC HPCII LD TIER 25D","","FLOR","1","0","0","H87","0"
"100328785","270A5126P10","SC HPCII LD TIER 25D","","FLOR","3","0","0","H87","0"
"100328786","270A5127P10","SC HPCII LD TIER 25D","","FLOR","2","0","0","H87","0"
"100328787","270A5129P14KT","30A BONDING JUMPERR BAR","","FLOR","2","0","0","H87","0"
"100328788","270A5130P14KT","30A BONDING JUMPERR BAR","","FLOR","1","0","0","H87","0"
"100328789","270A5140P11","SM FH BARR 30D","","FLOR","3","0","0","H87","0"
"100328790","270A5141P12","SC SPLT NEU GFSE LD 12A50W NP","","FLOR","1","0","0","H87","0"
"100328791","270A5151P4","PLATE AUXILIARY ETHERNET","","FLOR","137","0","0","H87","0"
"100328792","270A5153P8","C PH STUB OUTER","","FLOR","1","0","0","H87","0"
"100328793","270A5154P8","C PH STUB INNER","","FLOR","1","0","0","H87","0"
"100328794","270A5155P8SM","NEUTRAL STUB BUS","","FLOR","1","0","0","H87","0"
"100328795","270A5156P8","A PH STUB INNER","","FLOR","1","0","0","H87","0"
"100328796","270A5157P8","B PH STUB","","FLOR","2","0","0","H87","0"
"100328797","270A5170P12","SC N SPLIT DISCONNECT 12A XT7SNSR","","FLOR","1","0","0","H87","0"
"100328798","270A5171P12","SC SPLT NEU GFSE LN 12A35W NP","","FLOR","1","0","0","H87","0"
"100328799","270A5188P10","SC HPCII LD TIER 40D","","FLOR","8","0","0","H87","0"
"100328800","270A5193P10","SC HPCII LD TIER 40D","","FLOR","2","0","0","H87","0"
"100328801","270A5194P7","SI FH BARRIER MAIN DEVICE SECTION 35D","","FLOR","1","0","0","H87","0"
"100328802","270A5195P10","SC HPCII LD TIER 30D","","FLOR","2","0","0","H87","0"
"100328803","270A5206P14","SM HORIZONTAL MOUNTING PLATE 40W 40D","","FLOR","1","0","0","H87","0"
"100328804","270A5206P7","SM BASEPLATE 35W 19H","","FLOR","8","0","0","H87","0"
"100328805","270A5215P10","270A5215P10","","FLOR","2","0","0","H87","0"
"100328806","270A5216P12KT","SC XT4 SENSOR ADAPTER","","FLOR","79","0","0","H87","0"
"100328807","270A5230P12","SM FHB 50D CMB35 N77 G67 EVO SPECTRA","","FLOR","1","0","0","H87","0"
"100328808","270A5234P8","SM BRKT VERT BARR","","FLOR","8","0","0","H87","0"
"100328809","270A5239P12","LUG STRAP 40A BCPS","","FLOR","6","0","0","H87","0"
"100328810","270A5241P14KT","MBUS SPLICE","","FLOR","3","0","0","H87","0"
"100328811","270A5242P14","XFMR STR 30H","","FLOR","2","0","0","H87","0"
"100328812","270A5247P7","SA ADAPTER 20A","","FLOR","1","0","0","H87","0"
"100328813","270A5247P7KT","B PHASE TIER","","FLOR","1","0","0","H87","0"
"100328814","270A5251P14","SM COVER BASEPLATE 25W 08H","","FLOR","1","0","0","H87","0"
"100328815","270A5277P10","SM AUX GN ABB XTION BRKT 3 STG","","FLOR","2","0","0","H87","0"
"100328816","270A5279P5","BRACKET PARA SUMMING","","FLOR","1130","0","0","EA","0"
"100328817","270A5282P14","SM FHB 55D MB35 N77 G67","","FLOR","2","0","0","H87","0"
"100328818","270A5285P14KT","SC PHA & C TIER BUS 11 CL 60A","","FLOR","2","0","0","H87","0"
"100328819","270A5286P14KT","SC PHA & C TIER BUS 11 CL 60A","","FLOR","2","0","0","H87","0"
"100328820","270A5286P4","270A5270P4","","FLOR","1","0","0","H87","0"
"100328821","270A5287P4","MOUNTING BRACKET","","FLOR","3","0","0","H87","0"
"100328822","270A5292P14KT","SC NEUTRAL DISCONNECT 40A TO 60A","","FLOR","2","0","0","H87","0"
"100328823","270A5296P4","MOUNTING BRACKET","","FLOR","2","0","0","H87","0"
"100328824","270A5307P14SM","SA NEUTRAL RISER DISCONNECT 40A 10H","","FLOR","21","0","0","H87","0"
"100328825","270A5308P14SM","SA NEUT RISER DISC 20/40A 10H","","FLOR","9","0","0","H87","0"
"100328826","270A5322P14","SM FHB 55D MB50 N7 G17","","FLOR","2","0","0","H87","0"
"100328827","270A5326P10","SM FHB 10 INCH EXTENSION","","FLOR","6","0","0","H87","0"
"100323982","270A5346P2","HINGE BRACKET","","FLOR","2","0","0","H87","0"
"100328829","270A5355P1","VERTICAL GROUND BUS MOUNTING B","","FLOR","99","0","0","H87","0"
"100328830","270A5362P11","XT4 H/COVER 30W 8H","","FLOR","1","0","0","H87","0"
"100328831","270A5367P11","XT4 H/COVER 40W 8H","","FLOR","1","0","0","H87","0"
"100328832","270A5373P6","SA NEUT RISER AL 40A 70H","","FLOR","2","0","0","H87","0"
"100328833","270A5378P9","SC NEUT CONN STP 60A 50D OUT","","FLOR","1","0","0","H87","0"
"100328834","270A5379P9","SC NEUT CONN STP 60A 50D MID","","FLOR","1","0","0","H87","0"
"100328835","270A5380P9","SC NEUT CONN STP 60A 50D IN","","FLOR","1","0","0","H87","0"
"100328836","270A5382P12SM","BONDING JUMPER","","FLOR","2","0","0","H87","0"
"100328837","270A5395P10","SM BASE PLATE 40W 24H","","FLOR","2","0","0","H87","0"
"100328838","270A5403P14KT","BONDING JUMPER AUX NEUTRAL 50A","","FLOR","3","0","0","H87","0"
"100328840","270A5419P6","SA ADAPTER 12 & 25A","","FLOR","1","0","0","H87","0"
"100328841","270A5432P3","SM ABB GND MTG BRKT","","FLOR","4","0","0","H87","0"
"100328842","270A5432P9","SA LUG LAND PHA/C 16-20A","","FLOR","2","0","0","H87","0"
"100328843","270A5433P9","SA LUG LAND PHB 16-20A","","FLOR","1","0","0","H87","0"
"100328844","270A5435P14KT","SC SPACER","","FLOR","2","0","0","H87","0"
"100328845","270A5442P8","SA GND BUS 15W 40A","","FLOR","1","0","0","H87","0"
"100328846","270A5457P14SM","SA NEUT RISER 40A - 43H","","FLOR","3","0","0","H87","0"
"100328847","270A5459P6","MOUNTING BRACKET","","FLOR","2","0","0","H87","0"
"100328848","270A5460P14SM","SA NEUT STRAP RISER 40A - 12.75H","","FLOR","2","0","0","H87","0"
"100328849","270A5463P7","SA LUG PAD A-B 25A","","FLOR","1","0","0","H87","0"
"100328850","270A5468P12","SC GND AUX 25A 50D","","FLOR","1","0","0","H87","0"
"100328851","270A5469P12","SC NEUT AUX","","FLOR","2","0","0","H87","0"
"100328852","270A5475P9KT","SC NEUT CONN VERT 50A 20D OUT","","FLOR","2","0","0","H87","0"
"100328853","270A5476P9KT","SC NEUT CONN VERT 50A 20D INN","","FLOR","2","0","0","H87","0"
"100328854","270A5479P14","SM FHB 35D BM20 N7 G17","","FLOR","1","0","0","H87","0"
"100328855","270A5502P14","SM TERMINAL TOP BRACKET 50W FOR EB27B06S","","FLOR","2","0","0","H87","0"
"100328856","270A5502P8","SM BASEPLATE 20W X 8H","","FLOR","6","0","0","H87","0"
"100328857","270A5506P14SM","SA TIER BUS EXTEND AL 12A 7","","FLOR","1","0","0","H87","0"
"100328858","270A5507P14SM","SA TIER BUS EXTEND AL 12A 7","","FLOR","1","0","0","H87","0"
"100328859","270A5514P8","SM CT 135 BRCKT 30W","","FLOR","4","0","0","H87","0"
"100328860","270A5520P11","SM MTG BRKT CT 140 40W CL9","","FLOR","3","0","0","H87","0"
"100328861","270A5525P14SM","SA NEUT STRAP ADAPTER 40A","","FLOR","2","0","0","H87","0"
"100328862","270A5526P14SM","SA NEUT STRAP ADAPTER 40A","","FLOR","2","0","0","H87","0"
"100328863","270A5529P10","SM POST 3 STRGR DEPTH 3H","","FLOR","4","0","0","H87","0"
"100328864","270A5529P14SM","SA LUG STRAP 40A NEUT","","FLOR","2","0","0","H87","0"
"100328865","270A5530P14SM","SA LUG STRAP 40A NEUT","","FLOR","2","0","0","H87","0"
"100328866","270A5537P12","SM FHB 45D CMB30 N77 G67 SS TO EVO OFF","","FLOR","2","0","0","H87","0"
"100328867","270A5539P3","BUS SPLICE 60A","","FLOR","1","0","0","H87","0"
"100328868","270A5540P3","BUS SPLICE 60A","","FLOR","1","0","0","H87","0"
"100328869","270A5541P11","Stringer plate 35W","","FLOR","15","0","0","H87","0"
"100328870","270A5541P3","BUS SPLICE 60A","","FLOR","1","0","0","H87","0"
"100328871","270A5542P3","BUS SPLICE 60A","","FLOR","1","0","0","H87","0"
"100328872","270A5547P14SM","SA SPLIT NEUT 40A WITH GF 40W","","FLOR","14","0","0","H87","0"
"100328873","270A5550P14","SM SUPPORT BRACKET 40W NEUT","","FLOR","18","0","0","H87","0"
"100328874","270A5552P8","SM BASEPLATE 35W 20H","","FLOR","1","0","0","H87","0"
"100328875","270A5553P12","SA LUG LANDING 16-20A A-C PH","","FLOR","3","0","0","H87","0"
"100328876","270A5554P12","SA LUG LANDING 16-20A NEUT","","FLOR","1","0","0","H87","0"
"100328877","270A5560P2","SUPPORT CORNER POST","","FLOR","2","0","0","H87","0"
"100328878","270A5573P10","SM L.H. SIDE PAN 12-30A","","FLOR","3","0","0","H87","0"
"100328879","270A5577P14","SM A SERIES BRACKET","","FLOR","38","0","0","H87","0"
"100328880","270A5578P14","SM A SERIES BRACKET","","FLOR","438","0","0","H87","0"
"100328881","270A5583P8","SM BASEPLATE 35W X 18H","","FLOR","1","0","0","H87","0"
"100328882","270A5603P14KT","SPLIT NEUT","","FLOR","1","0","0","H87","0"
"100328883","270A5607P7","DOOR STOP BRKT 10 & 11 in L","","FLOR","2","0","0","H87","0"
"100328884","270A5608P7","DOOR STOP BRKT 10 & 11 in R","","FLOR","1","0","0","H87","0"
"100328885","270A5624P5","CONN STRAP 40A CU INN 13","","FLOR","5","0","0","H87","0"
"100328886","270A5627P5","270a5627p5.prt","","FLOR","6","0","0","H87","0"
"100328887","270A5628P2","SM BARR SUPP ANGLE","","FLOR","2","0","0","H87","0"
"100328888","270A5632P1","SC AUX NEUT","","FLOR","1","0","0","H87","0"
"100328889","270A5639P14","SA CT MTG BRCKT 40W","","FLOR","1","0","0","H87","0"
"100328890","270A5654P14KT","SC NEUT POT BUS 50D","","FLOR","1","0","0","H87","0"
"100328891","270A5671P5","BASEPLATE 14W7H","","FLOR","2","0","0","H87","0"
"100328892","270A5685P14","SM TRAY BARRIER S20 40W","","FLOR","1","0","0","H87","0"
"100328893","270A5685P5","208c4063p35.prt","","FLOR","1","0","0","H87","0"
"100328894","270A5686P5","208c4063p35.prt","","FLOR","1","0","0","H87","0"
"100328895","270A5693P1","SC ABB XTION NEUTRAL 5000A CU","","FLOR","2","0","0","H87","0"
"100328896","270A5694P1","SC ABB XTION NEUTRAL 5000A CU","","FLOR","2","0","0","H87","0"
"100328897","270A5694P14SM","SA AUX NEUT BUS 20A AL TR/BL 30D","","FLOR","6","0","0","H87","0"
"100328898","270A5696P14SM","SA NSPLIT DISC 10A/20A XT7","","FLOR","4","0","0","H87","0"
"100328899","270A5704P12KT","SC XT4 SENSOR ADAPTER","","FLOR","92","0","0","H87","0"
"100328900","270A5710P8","LUG STRAP ALUM","","FLOR","4","0","0","H87","0"
"100328901","270A5711P8","LUG STRAP ALUM","","FLOR","4","0","0","H87","0"
"100328902","270A5712P14","SM FRONT EXTENSION N3R 11  L & R","","FLOR","4","0","0","H87","0"
"100328903","270A5712P8","LUG STRAP ALUM","","FLOR","4","0","0","H87","0"
"100328904","270A5713P1","LUG PAD BRACE 55W","","FLOR","2","0","0","H87","0"
"100328905","270A5714P1","SC GROUND BUS 50-60A 55W","","FLOR","1","0","0","H87","0"
"100328906","270A5714P14","SM CENTER HOOD CAP 76D N3R 11","","FLOR","2","0","0","H87","0"
"100328907","270A5715P12","SC ZERO TIER LUG STRAPS","","FLOR","2","0","0","H87","0"
"100328908","270A5730P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328909","270A5731P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328910","270A5732P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328911","270A5733P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328912","270A5734P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328913","270A5735P14SM","SA EMAX 1.2 ZERO TIERS 12A","","FLOR","2","0","0","H87","0"
"100328914","270A5737P3","MOUNTING BRACKET FOR UPS 25W","","FLOR","4","0","0","H87","0"
"100328915","270A5738P6","SM BRCKT HINGE 76H","","FLOR","11","0","0","H87","0"
"100328916","270A5740P11","SM FHB 30D CM25 N7 GND17","","FLOR","1","0","0","H87","0"
"100328917","270A5770P14KT","SC 16A AUX NEUT SPLIT","","FLOR","1","0","0","H87","0"
"100328918","270A5771P14KT","SC 16A AUX NEUT SPLIT","","FLOR","1","0","0","H87","0"
"100328919","270A5772P14KT","SC 16A AUX NEUT TOP-L","","FLOR","2","0","0","H87","0"
"100328920","270A5773P14KT","SC 16A AUX NEUT DISC","","FLOR","2","0","0","H87","0"
"100328921","270A5788P14SM","SA XT7 Tiers - Intermix Spectra","","FLOR","1","0","0","H87","0"
"100328922","270A5792P6","SC L LUG STRAP 65K (CU LH) YA39","","FLOR","6","0","0","H87","0"
"100328923","270A5793P14","COVER PLATE SEL","","FLOR","12","0","0","H87","0"
"100328924","270A5794P14","COVER PLATE TEST BLOCK","","FLOR","12","0","0","H87","0"
"100328925","270A5800P14SM","SA AUX NEUT 40A SP WITH RG PUNCH","","FLOR","1","0","0","H87","0"
"100328926","270A5801P14","SM BASEPLATE 13","","FLOR","1","0","0","H87","0"
"100328927","270A5809P6","SUPPORT MTG BRKT 1.5 OFFSET","","FLOR","10","0","0","H87","0"
"100328928","270A5822P14SM","SA NEUTRAL RISER AL BW 10A 30W 78H SEC","","FLOR","1","0","0","H87","0"
"100328929","270A5823P14SM","SC GND RISE 10A 78H SECT","","FLOR","1","0","0","H87","0"
"100328930","270A5830P14","WIDTH POST 50W AMZN","","FLOR","99","0","0","H87","0"
"100328931","270A5832P14","WIDTH POST 50W AMZN","","FLOR","99","0","0","H87","0"
"100328932","270A5843P5","BASEPLATE 39W 12H","","FLOR","1","0","0","H87","0"
"100328933","270A5863P14","BASE PLATE 40W 8H","","FLOR","2","0","0","H87","0"
"100328934","270A5864P14","SM SUPT BRKT - NEUT TAP","","FLOR","6","0","0","H87","0"
"100328935","270A5865P12","SM BRKT SUPP AUX NEUT69","","FLOR","4","0","0","H87","0"
"100328936","270A5866P12","SM BRKT SUPP AUX NEUT69","","FLOR","4","0","0","H87","0"
"100328937","270A5873P9","SC HPCII LN TIER 35D","","FLOR","1","0","0","H87","0"
"100328938","270A5874P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328939","270A5875P14SM","SA NEUTRAL RISE DISC 06A","","FLOR","8","0","0","H87","0"
"100328940","270A5876P14SM","SA OMEGA NEUT RISER 06A W DISC","","FLOR","4","0","0","H87","0"
"100328941","270A5877P1","MOUNTING BRACKET FOR UPS","","FLOR","27","0","0","H87","0"
"100328942","270A5877P10","SC NEUT DISC CU 30A OUT","","FLOR","1","0","0","H87","0"
"100328943","270A5878P1","HAT TYPE MTG BRKT FOR UPS","","FLOR","6","0","0","H87","0"
"100328944","270A5878P10","SC NEUT DISC CU 30A IN","","FLOR","1","0","0","H87","0"
"100328945","270A5879P10","SC EVO NEUT DISC CU 60A OUT","","FLOR","1","0","0","H87","0"
"100328946","270A5880P10","SC EVO NEUT DISC CU 60A","","FLOR","1","0","0","H87","0"
"100328947","270A5881P10","SC EVO NEUT DISC CU 60A IN","","FLOR","1","0","0","H87","0"
"100328948","270A5882P10","SC NEUT DISC CU 60A","","FLOR","1","0","0","H87","0"
"100328949","270A5883P10","SC NEUT DISC CU 60A","","FLOR","1","0","0","H87","0"
"100328950","270A5894P14SM","SA SPACER NEUTRAL SPLICE 40A","","FLOR","2","0","0","H87","0"
"100328951","270A5896P14","SM SUPPORT MTG BRKT 1.62 OFFSET","","FLOR","2","0","0","H87","0"
"100328952","270A5906P6","SA TIER TRANS 16A PHC RISER","","FLOR","2","0","0","H87","0"
"100328953","270A5909P7","SM COVER POWERBREAK II 30A 40W","","FLOR","1","0","0","H87","0"
"100328954","270A5911P7","SM COVER POWERBREAK II 40A 40W","","FLOR","4","0","0","H87","0"
"100328955","270A5913P7","BARR. SUPT. 50W GND CUT","","FLOR","1","0","0","H87","0"
"100328956","270A5915P3","TIER STRAP 50A A PHASE 9OUTER CU","","FLOR","1","0","0","H87","0"
"100328957","270A5916P3","TIER STRAP 50A A PHASE 9OUTER CU","","FLOR","1","0","0","H87","0"
"100328958","270A5920P14KT","SC DISC AUX NEUTRAL 25A","","FLOR","1","0","0","H87","0"
"100328959","270A5926P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328960","270A5927P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328961","270A5928P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328962","270A5929P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328963","270A5930P9","SC HPCII LN TIER 30D","","FLOR","3","0","0","H87","0"
"100328964","270A5938P12","ESA NEUT BUS 40A BW 45W","","FLOR","2","0","0","H87","0"
"100328965","270A5943P4","SM STRINGER 90H 3 ALUMINUM","","FLOR","3","0","0","H87","0"
"100328966","270A5946P12","SA LUG STRAP B0 & N0 40A","","FLOR","8","0","0","H87","0"
"100328967","270A5947P12","SA LUG STRAP A0 & C0 40A","","FLOR","8","0","0","H87","0"
"100328968","270A5968P14","SM TERMINAL BD BRACKET 2 (12) & 2 (4)","","FLOR","10","0","0","EA","0"
"100328969","270A5969P11","SC XT4 SENSOR ADAPTER","","FLOR","14","0","0","H87","0"
"100328970","270A5969P11KT","SC XT4 SENSOR ADAPTER","","FLOR","1","0","0","H87","0"
"100328971","270A5970P11","SC XT4 SENSOR ADAPTER","","FLOR","14","0","0","H87","0"
"100328972","270A5970P11KT","SC XT4 SENSOR ADAPTER","","FLOR","1","0","0","H87","0"
"100328973","270A5973P10","HORIZONTAL BARRIER SUPPORT STRG 3","","FLOR","2","0","0","H87","0"
"100328974","270A5973P14SM","SA ADAPTER 30A","","FLOR","2","0","0","H87","0"
"100328975","270A5979P12","270a5979p12.prt","","FLOR","1","0","0","H87","0"
"100328976","270A5982P12","SA NEUT DISC","","FLOR","2","0","0","H87","0"
"100328977","270A5989P9","SC HPCII LN TIER 30D","","FLOR","8","0","0","H87","0"
"100328978","270A5994P12","SA LUG STRAP B0 & N0 40A","","FLOR","6","0","0","H87","0"
"100328979","270A5995P12","SA LUG STRAP A0 & C0 40A","","FLOR","8","0","0","H87","0"
"100328980","270A5996P9","SC HPCII LN TIER 30D","","FLOR","4","0","0","H87","0"
"100328981","270A5997P5","COVER PLATE HPCII 16A","","FLOR","1","0","0","H87","0"
"100328982","270A6003P12","270a6003p12.prt","","FLOR","3","0","0","H87","0"
"100328983","270A6055P14","SM FHB 40D BMB25 N7 G17 EUSERC","","FLOR","1","0","0","H87","0"
"100328984","270A6056P14KT","SC NEU RISER 10A CU","","FLOR","4","0","0","H87","0"
"100328985","270A6064P14","SM METER COVER PLATE","","FLOR","2","0","0","H87","0"
"100328986","270A6093P14KT","SC EUSERC GND BUS 50-60A 55W","","FLOR","1","0","0","H87","0"
"100328987","270A6103P12","SC GND RISER 50 HAT SHAPE","","FLOR","1","0","0","H87","0"
"100328988","270A6187P14","SM E22/E42 SE BARRIER REAR BRACKET 40W","","FLOR","3","0","0","H87","0"
"100328989","270A6229P14","SM HORIZONTAL MOUNTING PLATE 40W","","FLOR","1","0","0","H87","0"
"100328990","270A6230P14","SM MTG BRKT FOR UPS 30W","","FLOR","1","0","0","H87","0"
"100328991","270A6231P14","SM MOUNTING BRACKET FOR UPS UPS SSG1","","FLOR","36","0","0","H87","0"
"100328992","270A62375P12","ENTELLEON 1X BLANK","","FLOR","5","0","0","H87","0"
"100328993","270A62376P12","SM STRINGER PLATE 40W","","FLOR","16","0","0","H87","0"
"100328994","270A6264P14SM","SA XT5 B PHASE TIER T25 AL","","FLOR","1","0","0","H87","0"
"100328995","270A6307P12","SM FHB 40D BM25 N7 G17 40A EVO-SS OFF","","FLOR","2","0","0","H87","0"
"100328996","270A6310P14","SA CT 135 BRCKT 45W 11CL","","FLOR","1","0","0","H87","0"
"100328997","270A6365P12","SM FH BARRIER 40D","","FLOR","1","0","0","H87","0"
"100328998","270A6371P14KT","SC SPL EVO-SPC 30A 05 OFF","","FLOR","3","0","0","H87","0"
"100328999","270A6372P14KT","SC SPL EVO-SPC 30A 05 OFF","","FLOR","3","0","0","H87","0"
"100329000","270A6373P14KT","SC SPL EVO-SPC 30A 05 OFF","","FLOR","3","0","0","H87","0"
"100329001","270A6374P14KT","SC SPL EVO-SPC 30A 05 OFF","","FLOR","3","0","0","H87","0"
"100329002","270A6375P14KT","SC SPL EVO-SPC 30A 05 OFF","","FLOR","3","0","0","H87","0"
"100329003","270A6389P14","SM NEUT BUS CTR BRKT 40-60A 69NH","","FLOR","3","0","0","H87","0"
"100329004","270A6408P14KT","SC ADAPTER XFMR TRANSITION 16A","","FLOR","2","0","0","H87","0"
"100329005","270A6410P14","SM BRACKET FOR GND BONDING JUNMPER","","FLOR","2","0","0","H87","0"
"100329006","270A6411P14KT","SC XFMR CONNECTOR 16A PHA","","FLOR","3","0","0","H87","0"
"100329007","270A6415P14KT","SC XFMR CONNECTOR 16A PHC/NEUT","","FLOR","1","0","0","H87","0"
"100329008","270A6416P14KT","SC XFMR CONNECTOR 16A PHC/NEUT","","FLOR","2","0","0","H87","0"
"100329009","270A6419P14KT","SC NEU CONN FPL VAULT 40W 25A","","FLOR","1","0","0","H87","0"
"100329010","270A6420P14KT","SC NEU CONN FPL VAULT 40W 25A","","FLOR","1","0","0","H87","0"
"100329011","270A6432P14","SM FHB 55D CMB45 N7 G17 W/ HOLES","","FLOR","6","0","0","H87","0"
"100329012","270A6439P12","BACKPLATE 50W 48H C","","FLOR","3","0","0","H87","0"
"100329013","270A6457P12","SM DOOR UTY LH 50W 48HN","","FLOR","1","0","0","H87","0"
"100329014","270A6458P12","SM DOOR UTY RH 50W 48HN","","FLOR","1","0","0","H87","0"
"100329015","270A6459P12","SM ARM EXTENSION 48H","","FLOR","6","0","0","H87","0"
"100329016","270A6462P14","SM FHB EVO EVO FLAT 50D CMB25 N77 GND67","","FLOR","1","0","0","H87","0"
"100329017","270A6492P12","SM STRINGER PLATE 35W","","FLOR","7","0","0","H87","0"
"100329018","270A6535P14","SM FHB 40D CMB25 N7 G17 SP-EVO FLAT/BACK","","FLOR","1","0","0","H87","0"
"100329019","270A6552P14SM","SA NEUTRAL VERT BUS FP&L 30A","","FLOR","1","0","0","H87","0"
"100329020","270A6580P12","SM FH BARRIER 30W 90H","","FLOR","1","0","0","H87","0"
"100329021","270A6583P14","SM LUG PAD BRACE 50W","","FLOR","98","0","0","H87","0"
"100329022","270A6584P14SM","SA NEUTRAL VERT BUS FP&L 30A","","FLOR","9","0","0","H87","0"
"100329023","270A6595P14","SM BARR. SUPT. 45W","","FLOR","98","0","0","H87","0"
"100329024","270A6660P12","SC SPL EVO-SPC 20A 5 INN","","FLOR","3","0","0","H87","0"
"100329025","270A6662P12","SC SPL EVO-SPC 50A INN","","FLOR","3","0","0","H87","0"
"100329026","270A6663P12","SC SPL EVO-SPC 50A OUT","","FLOR","3","0","0","H87","0"
"100329027","270A6717P14KT","SC XT7 LUGSTRAPS CU 12A","","FLOR","3","0","0","H87","0"
"100329028","270A6739P14KT","SC E2.2","","FLOR","1","0","0","H87","0"
"100329029","270A6756P14","SM SUPPORT TOP XFRM TFM 225KVA 40D","","FLOR","6","0","0","H87","0"
"100329030","270A6762P14","SM SUPPORT TOP XFRM TFM 225KVA 40D","","FLOR","2","0","0","H87","0"
"100329031","270A6778P14SM","SA SPL EVO-SPC 12A 05 OFF","","FLOR","6","0","0","H87","0"
"100329032","270A6779P12","SA GND LINK 12A","","FLOR","2","0","0","H87","0"
"100329033","270A6779P14KT","SC NEUTRAL SPLIT 30A","","FLOR","6","0","0","H87","0"
"100329034","270A6780P14KT","SC NEUTRAL SPLIT 30A 35W","","FLOR","1","0","0","H87","0"
"100329035","270A6781P14KT","SC NEUTRAL SPLIT 30A 35W","","FLOR","1","0","0","H87","0"
"100329036","270A6782P14KT","SC NEUTRAL SPLIT 30A 35W","","FLOR","4","0","0","H87","0"
"100329037","270A6804P12","SM Stringer plate 60W","","FLOR","1","0","0","H87","0"
"100329038","270A6838P14","SM STUB COVER 50W 60D","","FLOR","1","0","0","H87","0"
"100329039","270A6845P14","SM FHB AMZ 60D CMB35 N77 G67","","FLOR","1","0","0","H87","0"
"100329040","270A6857P12","SM BASEPLATE 35W 4H","","FLOR","1","0","0","H87","0"
"100329041","270A6871P14KT","SC AUX NEUT BUS 25A CU TR/BL 30D","","FLOR","2","0","0","H87","0"
"100329042","270A6875P14","SM BKT GND STD","","FLOR","2","0","0","H87","0"
"100329043","270A6890P14","SM BASEPLATE 24W07H","","FLOR","1","0","0","H87","0"
"100329044","270A6891P14KT","SC SPLICE EVO-SPC 25A EXT CU","","FLOR","6","0","0","H87","0"
"100329045","270A6892P14KT","SC SPLICE EVO-SPC 25A EXT CU","","FLOR","6","0","0","H87","0"
"100329046","270A6911P14SM","SA AUX NEUT 25A 30D TR/BL","","FLOR","1","0","0","H87","0"
"100329047","270A6912P14SM","SA AUX NEUT 25A 30D TR/BL","","FLOR","1","0","0","H87","0"
"100329048","270A6948P12","SC AUX NEUT IN LINE TSVG816A 40A 50D OUT","","FLOR","2","0","0","H87","0"
"100329049","270A6949P12","SC AUX NEUT IN LINE TSVG816A 40A 50D INN","","FLOR","2","0","0","H87","0"
"100329050","270A6952P14","SM MOUNTING PLATE 30W 32H 3 STR W/ PUNC","","FLOR","13","0","0","H87","0"
"100329051","270A6959P14","SM FHB 40D CMB25 N77 G67","","FLOR","1","0","0","H87","0"
"100329052","270A6987P14","SM CT 135- STR BRACKET","","FLOR","2","0","0","H87","0"
"100329053","270A6988P14","SM CT 135- STR BRACKET","","FLOR","4","0","0","H87","0"
"100329054","270A7004P14","SM CT 135- STR Z BRKT","","FLOR","4","0","0","H87","0"
"100329055","270A7005P14","SM CT 135","","FLOR","2","0","0","H87","0"
"100329056","270A7011P14","SM TROLLEY TRACK INSIDE 45W","","FLOR","2","0","0","H87","0"
