"Phys. Inventory Doc.","Material","Description","Plant","Storage Location","Book quantity (MB52)","Qty Counted","Difference Quantity","Base Unit of Measure","Net Cost Difference"
"100332527","75C14320107A30H","FLAT VERT BUS CU","","FLOR","4","0","0","H87","0"
"100332528","75C14320107A38H","FLAT VERT BUS CU","","FLOR","2","0","0","H87","0"
"100332529","75C14320107A42H","FLAT VERT BUS CU","","FLOR","4","0","0","H87","0"
"100332530","75C14320111A16H","BUS VERT FLAT MAIN DEV 11A CU","","FLOR","4","0","0","H87","0"
"100332531","75C14320111A22H","VERT BUS","","FLOR","12","0","0","H87","0"
"100332532","75C14320111A34H","BUS VERT EXTR MAIN DEV 2","","FLOR","10","0","0","H87","0"
"100332533","75C14320111A36H","BUS VERT FLAT","","FLOR","2","0","0","H87","0"
"100332534","75C14320204A06H","FLAT VERT BUS AL","","FLOR","46","0","0","H87","0"
"100332535","75C14320204A08H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332536","75C14320204A10H","FLAT VERT BUS AL","","FLOR","25","0","0","H87","0"
"100332537","75C14320204A12H","FLAT VERT BUS AL","","FLOR","15","0","0","H87","0"
"100332538","75C14320204A14H","FLAT VERT BUS AL","","FLOR","40","0","0","H87","0"
"100332539","75C14320204A16H","FLAT VERT BUS AL","","FLOR","15","0","0","H87","0"
"100332540","75C14320204A18H","FLAT VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332541","75C14320204A22H","FLAT VERT BUS AL","","FLOR","25","0","0","H87","0"
"100332542","75C14320204A24H","FLAT VERT BUS AL","","FLOR","5","0","0","H87","0"
"100332543","75C14320204A26H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332544","75C14320204A28H","FLAT VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332545","75C14320204A30H","FLAT VERT BUS AL","","FLOR","5","0","0","H87","0"
"100332546","75C14320204A34H","FLAT VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332547","75C14320204A34HSM","FLAT VERT BUS AL","","FLOR","16","0","0","H87","0"
"100332548","75C14320204A38H","FLAT VERT BUS AL","","FLOR","11","0","0","H87","0"
"100332549","75C14320204A42HSM","FLAT VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332550","75C14320204A44H","FLAT VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332551","75C14320204A48H","FLAT VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332552","75C14320205A04H","FLAT VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332553","75C14320205A06H","FLAT VERT BUS AL","","FLOR","12","0","0","H87","0"
"100332554","75C14320205A08H","FLAT VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332555","75C14320205A10H","FLAT VERT BUS AL","","FLOR","5","0","0","H87","0"
"100332556","75C14320205A12H","FLAT VERT BUS AL","","FLOR","19","0","0","H87","0"
"100332557","75C14320205A14H","FLAT VERT BUS AL","","FLOR","13","0","0","H87","0"
"100332558","75C14320205A16H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332559","75C14320205A18H","FLAT VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332560","75C14320205A20H","FLAT VERT BUS AL","","FLOR","14","0","0","H87","0"
"100332561","75C14320205A24H","FLAT VERT BUS AL","","FLOR","15","0","0","H87","0"
"100332562","75C14320205A26H","FLAT VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332563","75C14320205A28H","FLAT VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332564","75C14320205A30H","FLAT VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332565","75C14320205A32H","FLAT VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332566","75C14320205A34H","FLAT VERT BUS AL","","FLOR","47","0","0","H87","0"
"100332567","75C14320205A38H","FLAT VERT BUS AL","","FLOR","5","0","0","H87","0"
"100332569","75C14320205A42H","FLAT VERT BUS AL","","FLOR","45","0","0","H87","0"
"100332571","75C14320207A06H","FLAT VERT BUS AL","","FLOR","52","0","0","H87","0"
"100332572","75C14320207A06HSM","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332573","75C14320207A08H","FLAT VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332574","75C14320207A10H","FLAT VERT BUS AL","","FLOR","12","0","0","H87","0"
"100332575","75C14320207A14H","BUS","","FLOR","4","0","0","H87","0"
"100332576","75C14320207A16H","FLAT VERT BUS AL","","FLOR","16","0","0","H87","0"
"100332577","75C14320207A18H","FLAT VERT BUS AL","","FLOR","25","0","0","H87","0"
"100332578","75C14320207A20H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332579","75C14320207A22H","FLAT VERT BUS AL","","FLOR","30","0","0","H87","0"
"100332580","75C14320207A24H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332581","75C14320207A26H","FLAT VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332582","75C14320207A28H","FLAT VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332583","75C14320207A30H","FLAT VERT BUS AL","","FLOR","18","0","0","H87","0"
"100332584","75C14320207A32H","FLAT VERT BUS AL","","FLOR","21","0","0","H87","0"
"100332585","75C14320207A38H","FLAT VERT BUS AL","","FLOR","18","0","0","H87","0"
"100332586","75C14320207A46HSM","FLAT VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332587","75C14320207A48H","FLAT VERT BUS AL","","FLOR","7","0","0","H87","0"
"100332588","75C14320408A04H","ANGLE VERT BUS AL","","FLOR","10","0","0","H87","0"
"100332589","75C14320408A04HSM","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332590","75C14320408A06H","ANGLE VERT BUS AL","","FLOR","41","0","0","H87","0"
"100332591","75C14320408A06HSM","ANGLE VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332592","75C14320408A08H","ANGLE VERT BUS AL","","FLOR","14","0","0","H87","0"
"100332593","75C14320408A10H","VERTICAL BUS","","FLOR","38","0","0","H87","0"
"100332594","75C14320408A10HSM","VERTICAL BUS","","FLOR","14","0","0","H87","0"
"100332595","75C14320408A12H","ANGLE VERT BUS AL","","FLOR","42","0","0","H87","0"
"100332596","75C14320408A14H","ANGLE VERT BUS AL","","FLOR","52","0","0","H87","0"
"100332597","75C14320408A14HSM","ANGLE VERT BUS AL","","FLOR","40","0","0","H87","0"
"100332598","75C14320408A16H","ANGLE VERT BUS AL","","FLOR","12","0","0","H87","0"
"100332599","75C14320408A16HSM","ANGLE VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332600","75C14320408A18H","ANGLE VERT BUS AL","","FLOR","21","0","0","H87","0"
"100332601","75C14320408A20H","ANGLE VERT BUS AL","","FLOR","22","0","0","H87","0"
"100332602","75C14320408A22H","ANGLE VERT BUS AL","","FLOR","21","0","0","H87","0"
"100332603","75C14320408A24H","ANGLE VERT BUS AL","","FLOR","14","0","0","H87","0"
"100332604","75C14320408A26H","ANGLE VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332605","75C14320408A28H","ANGLE VERT BUS AL","","FLOR","10","0","0","H87","0"
"100332606","75C14320408A30H","ANGLE VERT BUS AL","","FLOR","5","0","0","H87","0"
"100332607","75C14320408A32H","ANGLE VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332608","75C14320408A34HSM","ANGLE VERT BUS AL","","FLOR","13","0","0","H87","0"
"100332609","75C14320408A36H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332610","75C14320408A38H","ANGLE VERT BUS AL","","FLOR","12","0","0","H87","0"
"100332611","75C14320408A38HSM","ANGLE VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332612","75C14320408A40H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332613","75C14320408A42HSM","ANGLE VERT BUS AL","","FLOR","50","0","0","H87","0"
"100332614","75C14320408A46H","ANGLE VERT BUS AL","","FLOR","13","0","0","H87","0"
"100332615","75C14320408A48H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332616","75C14320410A04H","VERTICAL BUS","","FLOR","4","0","0","H87","0"
"100332617","75C14320410A04HSM","VERTICAL BUS","","FLOR","2","0","0","H87","0"
"100332618","75C14320410A06H","ANGLE VERT BUS AL","","FLOR","7","0","0","H87","0"
"100332619","75C14320410A08H","VERTICAL BUS","","FLOR","94","0","0","H87","0"
"100332620","75C14320410A10H","ANGLE VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332621","75C14320410A12H","VERTICAL BUS","","FLOR","110","0","0","H87","0"
"100332622","75C14320410A14H","VERTICAL BUS","","FLOR","24","0","0","H87","0"
"100332623","75C14320410A16H","VERTICAL BUS","","FLOR","2","0","0","H87","0"
"100332624","75C14320410A18HSM","ANGLE VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332625","75C14320410A20H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332626","75C14320410A22H","ANGLE VERT BUS AL","","FLOR","24","0","0","H87","0"
"100332627","75C14320410A24H","ANGLE VERT BUS AL","","FLOR","3","0","0","H87","0"
"100332628","75C14320410A28H","ANGLE VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332629","75C14320410A30H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332630","75C14320410A32H","ANGLE VERT BUS AL","","FLOR","1","0","0","H87","0"
"100332631","75C14320410A32HSM","ANGLE VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332632","75C14320410A34H","ANGLE VERT BUS AL","","FLOR","18","0","0","H87","0"
"100332633","75C14320410A38H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332634","75C14320410A42H","ANGLE VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332635","75C14320410A50H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332636","75C14320410A52H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332637","75C14320412A04H","ANGLE VERT BUS AL","","FLOR","10","0","0","H87","0"
"100332638","75C14320412A08H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332639","75C14320412A12H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332640","75C14320412A14H","BUS","","FLOR","2","0","0","H87","0"
"100332641","75C14320412A16H","ANGLE VERT BUS AL","","FLOR","8","0","0","H87","0"
"100332642","75C14320412A18HSM","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332643","75C14320412A20H","ANGLE VERT BUS AL","","FLOR","4","0","0","H87","0"
"100332644","75C14320412A22H","ANGLE VERT BUS AL","","FLOR","104","0","0","H87","0"
"100332645","75C14320412A26HSM","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332646","75C14320412A28H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332647","75C14320412A30H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332648","75C14320412A32H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332649","75C14320412A38H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332650","75C14320412A44H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332651","75C14320412A46H","ANGLE VERT BUS AL","","FLOR","2","0","0","H87","0"
"100332652","75C14320412A54H","ANGLE VERT BUS AL","","FLOR","6","0","0","H87","0"
"100332653","75C14321008A04H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","19","0","0","H87","0"
"100332654","75C14321008A08HKT","VERTICAL BUS","","FLOR","3","0","0","H87","0"
"100332655","75C14321008A10H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","3","0","0","H87","0"
"100332656","75C14321008A12H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","24","0","0","H87","0"
"100332657","75C14321008A14H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","101","0","0","H87","0"
"100332658","75C14321008A18H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","15","0","0","H87","0"
"100332659","75C14321008A20H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","36","0","0","H87","0"
"100332660","75C14321008A20HKT","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","5","0","0","H87","0"
"100332661","75C14321008A22H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","33","0","0","H87","0"
"100332662","75C14321008A24H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","2","0","0","H87","0"
"100332663","75C14321008A26H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","4","0","0","H87","0"
"100332664","75C14321008A28H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","1","0","0","H87","0"
"100332665","75C14321008A34H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","3","0","0","H87","0"
"100332666","75C14321008A36H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","1","0","0","H87","0"
"100332667","75C14321008A36HKT","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","4","0","0","H87","0"
"100332668","75C14321008A40H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","2","0","0","H87","0"
"100332669","75C14321008A44H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","1","0","0","H87","0"
"100332670","75C14321008A46H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","2","0","0","H87","0"
"100332671","75C14321008A48H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","18","0","0","H87","0"
"100332672","75C14321008A52H","BUS VERT EXTR MAIN DEV 08A CU","","FLOR","6","0","0","H87","0"
"100332673","75C14321010A04H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","20","0","0","H87","0"
"100332674","75C14321010A04HKT","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","2","0","0","H87","0"
"100332675","75C14321010A08H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","24","0","0","H87","0"
"100332676","75C14321010A08HKT","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","3","0","0","H87","0"
"100332677","75C14321010A14H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","29","0","0","H87","0"
"100332678","75C14321010A16H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","29","0","0","H87","0"
"100332679","75C14321010A20H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","15","0","0","H87","0"
"100332680","75C14321010A24H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","2","0","0","H87","0"
"100332681","75C14321010A28H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","4","0","0","H87","0"
"100332682","75C14321010A32H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","12","0","0","H87","0"
"100332683","75C14321010A38H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","18","0","0","H87","0"
"100332684","75C14321010A40H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","6","0","0","H87","0"
"100332685","75C14321010A48H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","6","0","0","H87","0"
"100332686","75C14321010A52HKT","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","4","0","0","H87","0"
"100332687","75C14321010A54H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","6","0","0","H87","0"
"100332688","75C14321010A56H","BUS VERT EXTR MAIN DEV 10A CU","","FLOR","4","0","0","H87","0"
"100332689","75C14321010A72H","RISER","","FLOR","2","0","0","H87","0"
"100332690","75C14321020A08H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","14","0","0","H87","0"
"100332691","75C14321020A14H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","12","0","0","H87","0"
"100332692","75C14321020A16HKT","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","4","0","0","H87","0"
"100332693","75C14321020A22H","2000A VERT BUS","","FLOR","26","0","0","H87","0"
"100332694","75C14321020A24H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","39","0","0","H87","0"
"100332695","75C14321020A26H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","4","0","0","H87","0"
"100332696","75C14321020A30H","2000A VERT BUS","","FLOR","4","0","0","H87","0"
"100332697","75C14321020A34H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","4","0","0","H87","0"
"100332698","75C14321020A36HKT","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","4","0","0","H87","0"
"100332699","75C14321020A38H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","10","0","0","H87","0"
"100332700","75C14321020A42H","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","1","0","0","H87","0"
"100332701","75C14321020A46HKT","BUS VERT EXTR MAIN DEV 20A CU","","FLOR","1","0","0","H87","0"
"100332702","75C143211P172","SUP INSUL 8-10-16&2000A","","FLOR","4","0","0","H87","0"
"100332703","75C143211P175","SUP INSUL 4000A","","FLOR","10","0","0","H87","0"
"100332704","75C143211P176","INSULATED BARRIER","","FLOR","1","0","0","H87","0"
"100332705","75C143211P183","25W S13 MAIN DEVICE BARRIER","","FLOR","3","0","0","H87","0"
"100332706","75C143211P185","35W S13 MAIN DEVICE BARRIER","","FLOR","1","0","0","H87","0"
"100332707","75C143211P201","INSULATED WIDTH FLANGE","","FLOR","3","0","0","H87","0"
"100332708","75C143211P238","HORIZ BARR 40W X 13D INSUL","","FLOR","1","0","0","H87","0"
"100332709","75C143211P244","HORIZ BARR 45W X 18D INSUL","","FLOR","1","0","0","H87","0"
"100332710","75C143211P249","HORIZ BARR 45W X 23D INSUL","","FLOR","2","0","0","H87","0"
"100332711","75C143211P411","SUPPORT-C/T STRAP 40W","","FLOR","2","0","0","H87","0"
"100332712","75C143211P413","SUPPORT-LUG STRAP 40W","","FLOR","1","0","0","H87","0"
"100332713","75C143211P419","INSULATOR CHANNEL","","FLOR","1","0","0","H87","0"
"100332714","75C143211P422","INSULATION SUPPORT CHANNEL","","FLOR","6","0","0","H87","0"
"100332715","75C143211P459","50W TIER SUPT 40A CU & AL","","FLOR","1","0","0","H87","0"
"100332716","75C143211P474","INSULATOR SUPPORT","","FLOR","3","0","0","H87","0"
"100332717","75C143211P476","INSULATOR-SUPPORT","","FLOR","10","0","0","H87","0"
"100332718","75C143211P483","UI BACK INSUL 40H 45W 9CL","","FLOR","3","0","0","H87","0"
"100332719","75C143211P501","SI INSUL SUPPT NYC 16-25A","","FLOR","2","0","0","H87","0"
"100332720","75C143211P504","SI INSUL SUPT 10-20A CU","","FLOR","2","0","0","H87","0"
"100332721","75C143214P174","CHANNEL","","FLOR","8","0","0","H87","0"
"100332722","75C143214P178","CHANNEL","","FLOR","4","0","0","H87","0"
"100332723","75C143214P231","BRACE","","FLOR","4","0","0","H87","0"
"100332724","75C143214P270","INSUL BUS STUB BRACE","","FLOR","10","0","0","H87","0"
"100332725","75C143214P291","BRACING - 40A CU","","FLOR","2","0","0","H87","0"
"100332726","75C143217P101","RIGHT END POST","","FLOR","3","0","0","H87","0"
"100332727","75C143217P102","LEFT END POST","","FLOR","13","0","0","H87","0"
"100332728","75C143217P107","BRACKET","","FLOR","6","0","0","H87","0"
"100332729","75C143218P101","CT BRAKETT","","FLOR","22","0","0","EA","0"
"100332730","75C143218P102","MTG BRKT","","FLOR","23","0","0","H87","0"
"100332731","75C143218P105","SI BRKT MTG. METERING C/T","","FLOR","44","0","0","H87","0"
"100332732","75C143221P226","CATCH BRACKET","","FLOR","16","0","0","H87","0"
"100332733","75C143221P294","BRACKET 40W","","FLOR","1","0","0","H87","0"
"100332734","75C143221P384","BRACKET MAN&ELEC 30W","","FLOR","2","0","0","H87","0"
"100332735","75C143221P428","BRACKET 30W","","FLOR","4","0","0","H87","0"
"100332736","75C143221P439","BRACKET 45W","","FLOR","2","0","0","H87","0"
"100332737","75C143221P442","BRACKET 45W","","FLOR","2","0","0","H87","0"
"100332738","75C143221P507","MTG BRKT","","FLOR","6","0","0","H87","0"
"100332739","75C143222P104","STD CORNER POST BRACKET","","FLOR","243","0","0","H87","0"
"100332740","75C143222P105","STD CORNER POST BRACKET","","FLOR","112","0","0","H87","0"
"100332741","75C143222P108","BRKT GROUND SUPP","","FLOR","941","0","0","H87","0"
"100332742","75C143222P115","MOUNTING BRKT","","FLOR","610","0","0","H87","0"
"100332743","75C143222P126","MAIN STRINGER 90H ALUM CL I&II","","FLOR","3","0","0","H87","0"
"100332744","75C143222P129","MTG BRACKET","","FLOR","300","0","0","H87","0"
"100332745","75C143222P134","BRKT","","FLOR","86","0","0","H87","0"
"100332746","75C143222P134XA","STRAP MTG","","FLOR","14","0","0","H87","0"
"100332747","75C143222P136","150-200KA STRINGER BRACKET","","FLOR","16","0","0","H87","0"
"100332748","75C143222P137","150-200KA CORNER POST BRACKET","","FLOR","10","0","0","H87","0"
"100332749","75C143222P138","STRINGER BRACKET","","FLOR","60","0","0","H87","0"
"100332750","75C143222P139","BRKT","","FLOR","28","0","0","H87","0"
"100332751","75C143222P146","S MTG BRACKET NEUT 60A","","FLOR","18","0","0","H87","0"
"100332752","75C143222P157","SM AUX NEUT SUPT BRKT 16-20A","","FLOR","1","0","0","H87","0"
"100332753","75C143222P160","SM NEUT RSR SUPT","","FLOR","1","0","0","H87","0"
"100332754","75C143226P101","MAIN STRINGER 78H STL","","FLOR","21","0","0","H87","0"
"100332755","75C143226P102","MAIN STRINGER 90H STL","","FLOR","5","0","0","H87","0"
"100332756","75C143226P108","40 STL STRINGER","","FLOR","2","0","0","H87","0"
"100332757","75C143226P111","MAIN STRINGER 90H ALUM","","FLOR","8","0","0","H87","0"
"100332758","75C143226P125","SM STRINGER 16H 5 STEEL","","FLOR","17","0","0","H87","0"
"100332759","75C143226P133","SM STRINGER 32H 5 STEEL","","FLOR","20","0","0","H87","0"
"100332760","75C143226P135","SM STRINGER 36H 5 STEEL","","FLOR","17","0","0","H87","0"
"100332761","75C143226P136","SM STRINGER 38H 5 STEEL","","FLOR","8","0","0","H87","0"
